Epoch: 1, lr: 1.00e-03 - train loss: 3.82e-01 - valid loss: 3.16e-01, valid error: 1.12e-01
Epoch: 2, lr: 9.69e-04 - train loss: 1.66e-01 - valid loss: 1.46e-01, valid error: 8.00e-02
Epoch: 3, lr: 9.38e-04 - train loss: 1.18e-01 - valid loss: 6.30e-02, valid error: 1.60e-02
Epoch: 4, lr: 9.07e-04 - train loss: 9.03e-02 - valid loss: 1.52e-01, valid error: 8.00e-02
Epoch: 5, lr: 8.76e-04 - train loss: 1.06e-01 - valid loss: 1.65e-01, valid error: 6.40e-02
Epoch: 6, lr: 8.45e-04 - train loss: 1.12e-01 - valid loss: 1.02e-01, valid error: 3.20e-02
Epoch: 7, lr: 8.14e-04 - train loss: 4.56e-02 - valid loss: 6.15e-02, valid error: 3.20e-02
Epoch: 8, lr: 7.83e-04 - train loss: 1.14e-01 - valid loss: 3.56e-02, valid error: 8.00e-03
Epoch: 9, lr: 7.52e-04 - train loss: 4.17e-02 - valid loss: 4.72e-02, valid error: 1.60e-02
Epoch: 10, lr: 7.21e-04 - train loss: 1.50e-01 - valid loss: 2.98e-02, valid error: 8.00e-03
Epoch: 11, lr: 6.90e-04 - train loss: 3.57e-02 - valid loss: 6.18e-02, valid error: 1.60e-02
Epoch: 12, lr: 6.59e-04 - train loss: 3.83e-02 - valid loss: 4.00e-02, valid error: 1.60e-02
Epoch: 13, lr: 6.28e-04 - train loss: 6.83e-02 - valid loss: 4.86e-02, valid error: 8.00e-03
Epoch: 14, lr: 5.97e-04 - train loss: 2.44e-02 - valid loss: 1.18e-02, valid error: 8.00e-03
Epoch: 15, lr: 5.66e-04 - train loss: 8.52e-02 - valid loss: 1.00e-02, valid error: 0.00e+00
Epoch: 16, lr: 5.34e-04 - train loss: 1.37e-02 - valid loss: 6.82e-02, valid error: 2.40e-02
Epoch: 17, lr: 5.03e-04 - train loss: 1.32e-02 - valid loss: 8.80e-03, valid error: 8.00e-03
Epoch: 18, lr: 4.72e-04 - train loss: 4.32e-02 - valid loss: 2.41e-02, valid error: 1.60e-02
Epoch: 19, lr: 4.41e-04 - train loss: 6.87e-03 - valid loss: 1.73e-02, valid error: 8.00e-03
Epoch: 20, lr: 4.10e-04 - train loss: 4.78e-03 - valid loss: 4.11e-02, valid error: 8.00e-03
Epoch: 21, lr: 3.79e-04 - train loss: 1.76e-02 - valid loss: 2.16e-02, valid error: 8.00e-03
Epoch: 22, lr: 3.48e-04 - train loss: 2.06e-02 - valid loss: 1.11e-02, valid error: 8.00e-03
Epoch: 23, lr: 3.17e-04 - train loss: 3.78e-02 - valid loss: 5.49e-02, valid error: 4.00e-02
Epoch: 24, lr: 2.86e-04 - train loss: 3.05e-02 - valid loss: 5.73e-03, valid error: 0.00e+00
Epoch: 25, lr: 2.55e-04 - train loss: 1.11e-02 - valid loss: 1.36e-02, valid error: 0.00e+00
Epoch: 26, lr: 2.24e-04 - train loss: 6.58e-03 - valid loss: 3.73e-02, valid error: 8.00e-03
Epoch: 27, lr: 1.93e-04 - train loss: 4.75e-03 - valid loss: 2.64e-02, valid error: 8.00e-03
Epoch: 28, lr: 1.62e-04 - train loss: 3.83e-03 - valid loss: 4.38e-02, valid error: 8.00e-03
Epoch: 29, lr: 1.31e-04 - train loss: 1.86e-03 - valid loss: 3.75e-02, valid error: 8.00e-03
Epoch: 30, lr: 1.00e-04 - train loss: 1.52e-02 - valid loss: 5.50e-02, valid error: 8.00e-03
Epoch loaded: 30 - test loss: 8.61e-02, test error: 1.59e-02
