Epoch: 1, lr: 1.00e-03 - train loss: 3.35e-01 - valid loss: 4.90e-01, valid error: 2.22e-01
Epoch: 2, lr: 9.69e-04 - train loss: 2.24e-01 - valid loss: 3.45e-01, valid error: 1.78e-01
Epoch: 3, lr: 9.38e-04 - train loss: 1.43e-01 - valid loss: 3.29e-01, valid error: 1.33e-01
Epoch: 4, lr: 9.07e-04 - train loss: 1.63e-01 - valid loss: 3.34e-01, valid error: 1.33e-01
Epoch: 5, lr: 8.76e-04 - train loss: 1.10e-01 - valid loss: 1.34e-01, valid error: 6.67e-02
Epoch: 6, lr: 8.45e-04 - train loss: 7.58e-02 - valid loss: 1.78e-01, valid error: 6.67e-02
Epoch: 7, lr: 8.14e-04 - train loss: 8.79e-02 - valid loss: 2.25e-01, valid error: 6.67e-02
Epoch: 8, lr: 7.83e-04 - train loss: 8.04e-02 - valid loss: 1.04e-01, valid error: 3.33e-02
Epoch: 9, lr: 7.52e-04 - train loss: 1.04e-01 - valid loss: 1.90e-01, valid error: 7.78e-02
Epoch: 10, lr: 7.21e-04 - train loss: 7.32e-02 - valid loss: 7.23e-02, valid error: 1.11e-02
Epoch: 11, lr: 6.90e-04 - train loss: 7.16e-02 - valid loss: 5.12e-02, valid error: 2.22e-02
Epoch: 12, lr: 6.59e-04 - train loss: 2.65e-02 - valid loss: 4.54e-02, valid error: 1.11e-02
Epoch: 13, lr: 6.28e-04 - train loss: 4.71e-02 - valid loss: 3.57e-02, valid error: 1.11e-02
Epoch: 14, lr: 5.97e-04 - train loss: 8.95e-02 - valid loss: 5.90e-02, valid error: 2.22e-02
Epoch: 15, lr: 5.66e-04 - train loss: 4.60e-02 - valid loss: 3.22e-02, valid error: 1.11e-02
Epoch: 16, lr: 5.34e-04 - train loss: 5.72e-02 - valid loss: 4.97e-02, valid error: 3.33e-02
Epoch: 17, lr: 5.03e-04 - train loss: 1.44e-02 - valid loss: 2.06e-02, valid error: 0.00e+00
Epoch: 18, lr: 4.72e-04 - train loss: 4.51e-03 - valid loss: 2.98e-02, valid error: 2.22e-02
Epoch: 19, lr: 4.41e-04 - train loss: 1.02e-02 - valid loss: 5.89e-02, valid error: 3.33e-02
Epoch: 20, lr: 4.10e-04 - train loss: 4.10e-02 - valid loss: 6.48e-02, valid error: 4.44e-02
Epoch: 21, lr: 3.79e-04 - train loss: 3.39e-02 - valid loss: 3.30e-02, valid error: 2.22e-02
Epoch: 22, lr: 3.48e-04 - train loss: 1.80e-02 - valid loss: 5.54e-02, valid error: 1.11e-02
Epoch: 23, lr: 3.17e-04 - train loss: 6.35e-03 - valid loss: 2.66e-02, valid error: 1.11e-02
Epoch: 24, lr: 2.86e-04 - train loss: 5.29e-02 - valid loss: 9.90e-03, valid error: 0.00e+00
Epoch: 25, lr: 2.55e-04 - train loss: 8.83e-03 - valid loss: 1.37e-02, valid error: 1.11e-02
Epoch: 26, lr: 2.24e-04 - train loss: 3.46e-03 - valid loss: 1.96e-02, valid error: 1.11e-02
Epoch: 27, lr: 1.93e-04 - train loss: 4.04e-03 - valid loss: 1.40e-02, valid error: 1.11e-02
Epoch: 28, lr: 1.62e-04 - train loss: 8.34e-03 - valid loss: 6.60e-03, valid error: 0.00e+00
Epoch: 29, lr: 1.31e-04 - train loss: 4.35e-03 - valid loss: 1.46e-02, valid error: 1.11e-02
Epoch: 30, lr: 1.00e-04 - train loss: 1.47e-02 - valid loss: 4.80e-03, valid error: 0.00e+00
Epoch loaded: 30 - test loss: 5.93e-03, test error: 0.00e+00
